sample,side,side_label,cell,gamma_regime,entry_time,exit_time,entry_px,exit_px,atr_at_entry,exit_reason,bars_held,gross_points,gross_dollars,cost_dollars,net_dollars,microprice_evaluable,microprice_fired,microprice_exit_time,microprice_exit_px,microprice_net,n_book_rows_in_window,arm3_net_dollars,arm3_exit_reason
OOS,1,LONG,LONG_long,long,2025-10-23 17:35:00+00:00,2025-10-23 18:00:00+00:00,6772.375,6782.375,5.107142857142857,time,5,10.0,500.0,17.5,495.0,True,False,,,,294136,495.0,time
OOS,-1,SHORT,SHORT_short,short,2025-10-27 13:30:00+00:00,2025-10-27 13:55:00+00:00,6883.0,6885.625,3.2857142857142856,time,5,-2.625,-131.25,23.75,-136.25,True,True,2025-10-27 13:31:53+00:00,6884.625,-105.0,675093,-105.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-27 16:55:00+00:00,2025-10-27 17:20:00+00:00,6894.625,6890.375,2.2857142857142856,time,5,-4.25,-212.5,17.5,-217.5,True,True,2025-10-27 16:59:09+00:00,6893.375,-80.0,154097,-80.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-27 17:30:00+00:00,2025-10-27 17:55:00+00:00,6890.875,6894.125,2.232142857142857,time,5,3.25,162.5,17.5,157.5,True,True,2025-10-27 17:31:41+00:00,6889.875,-67.5,170853,-67.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-27 19:20:00+00:00,2025-10-27 19:30:00+00:00,6896.375,6899.625,1.6071428571428572,stop,2,-3.25,-162.5,17.5,-167.5,True,True,2025-10-27 19:23:39+00:00,6897.375,-67.5,63314,-67.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-28 16:35:00+00:00,2025-10-28 17:00:00+00:00,6921.375,6924.125,4.428571428571429,time,5,2.75,137.5,17.5,132.5,True,True,2025-10-28 16:36:46+00:00,6918.375,-167.5,365662,-167.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-28 17:10:00+00:00,2025-10-28 17:35:00+00:00,6926.125,6926.125,4.5,time,5,-0.0,-0.0,17.5,-5.0,True,True,2025-10-28 17:12:56+00:00,6928.375,-130.0,340099,-130.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-28 17:35:00+00:00,2025-10-28 18:00:00+00:00,6926.125,6931.625,4.714285714285714,time,5,5.5,275.0,17.5,270.0,True,False,,,,272971,270.0,time
OOS,-1,SHORT,SHORT_short,short,2025-10-28 18:00:00+00:00,2025-10-28 18:15:00+00:00,6931.625,6938.375,3.3392857142857144,stop,3,-6.75,-337.5,17.5,-342.5,True,True,2025-10-28 18:09:05+00:00,6932.625,-67.5,128886,-67.5,microprice
OOS,1,LONG,LONG_long,long,2025-10-28 18:20:00+00:00,2025-10-28 18:45:00+00:00,6938.875,6934.875,3.2142857142857144,time,5,-4.0,-200.0,17.5,-205.0,True,True,2025-10-28 18:23:05+00:00,6937.625,-80.0,239406,-80.0,microprice
OOS,1,LONG,LONG_long,long,2025-10-28 18:45:00+00:00,2025-10-28 19:10:00+00:00,6935.125,6937.625,2.9285714285714284,time,5,2.5,125.0,17.5,120.0,True,True,2025-10-28 18:47:23+00:00,6933.875,-80.0,242994,-80.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-29 18:25:00+00:00,2025-10-29 18:35:00+00:00,6932.125,6905.25,5.964285714285714,target,2,26.875,1343.75,11.25,1338.75,True,True,2025-10-29 18:30:13+00:00,6935.375,-173.75,228414,-173.75,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-29 18:40:00+00:00,2025-10-29 18:50:00+00:00,6890.875,6910.875,9.928571428571429,stop,2,-20.0,-1000.0,17.5,-1005.0,True,True,2025-10-29 18:46:09+00:00,6893.875,-167.5,565713,-167.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-29 18:55:00+00:00,2025-10-29 19:20:00+00:00,6917.375,6912.625,13.767857142857142,time,5,-4.75,-237.5,17.5,-242.5,True,True,2025-10-29 19:02:13+00:00,6910.375,-367.5,706599,-367.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-30 16:35:00+00:00,2025-10-30 17:00:00+00:00,6893.875,6898.125,6.75,time,5,-4.25,-212.5,17.5,-217.5,True,True,2025-10-30 16:45:17+00:00,6896.125,-130.0,380926,-130.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-30 18:40:00+00:00,2025-10-30 19:05:00+00:00,6877.625,6873.875,5.875,time,5,3.75,187.5,17.5,182.5,True,True,2025-10-30 18:46:03+00:00,6880.125,-142.5,406361,-142.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-30 19:25:00+00:00,2025-10-30 19:50:00+00:00,6863.625,6863.0,6.553571428571429,time,5,0.625,31.25,23.75,26.25,True,True,2025-10-30 19:26:49+00:00,6866.125,-148.75,577667,-148.75,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-31 17:15:00+00:00,2025-10-31 17:40:00+00:00,6849.875,6851.375,8.107142857142858,time,5,-1.5,-75.0,17.5,-80.0,True,True,2025-10-31 17:27:16+00:00,6852.125,-130.0,664223,-130.0,microprice
OOS,1,LONG,LONG_long,long,2025-10-31 18:45:00+00:00,2025-10-31 19:10:00+00:00,6875.625,6878.875,6.125,time,5,3.25,162.5,17.5,157.5,True,True,2025-10-31 18:46:15+00:00,6874.375,-80.0,487048,-80.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-03 14:30:00+00:00,2025-11-03 14:50:00+00:00,6908.5,6875.0,7.446428571428571,target,4,33.5,1675.0,17.5,1670.0,True,False,,,,732609,1670.0,target
OOS,-1,SHORT,SHORT_long,long,2025-11-03 17:30:00+00:00,2025-11-03 17:55:00+00:00,6877.875,6888.125,6.928571428571429,time,5,-10.25,-512.5,17.5,-517.5,True,True,2025-11-03 17:31:08+00:00,6880.875,-167.5,361553,-167.5,microprice
OOS,1,LONG,LONG_long,long,2025-11-03 18:35:00+00:00,2025-11-03 19:00:00+00:00,6890.875,6888.875,4.410714285714286,time,5,-2.0,-100.0,17.5,-105.0,True,True,2025-11-03 18:48:15+00:00,6888.875,-117.5,272741,-117.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-03 19:45:00+00:00,2025-11-03 20:10:00+00:00,6882.375,6882.875,4.535714285714286,time,5,-0.5,-25.0,17.5,-30.0,True,True,2025-11-03 19:47:59+00:00,6884.125,-105.0,371656,-105.0,microprice
OOS,1,LONG,LONG_long,long,2025-11-04 18:45:00+00:00,2025-11-04 19:10:00+00:00,6807.375,6806.375,7.142857142857143,time,5,-1.0,-50.0,17.5,-55.0,True,True,2025-11-04 18:49:42+00:00,6803.125,-230.0,528771,-230.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-04 19:40:00+00:00,2025-11-04 20:05:00+00:00,6799.625,6801.625,7.5,time,5,-2.0,-100.0,17.5,-105.0,True,True,2025-11-04 20:01:16+00:00,6803.125,-192.5,553411,-192.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-04 20:25:00+00:00,2025-11-04 20:50:00+00:00,6802.625,6804.25,6.517857142857143,time,5,-1.625,-81.25,23.75,-86.25,True,True,2025-11-04 20:28:00+00:00,6806.375,-211.25,448187,-211.25,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-05 17:50:00+00:00,2025-11-05 18:15:00+00:00,6851.875,6852.875,4.714285714285714,time,5,-1.0,-50.0,17.5,-55.0,True,False,,,,251770,-55.0,time
OOS,-1,SHORT,SHORT_long,long,2025-11-05 19:05:00+00:00,2025-11-05 19:30:00+00:00,6851.125,6851.125,3.3214285714285716,time,5,-0.0,-0.0,17.5,-5.0,True,True,2025-11-05 19:17:01+00:00,6853.875,-155.0,286177,-155.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-05 20:10:00+00:00,2025-11-05 20:35:00+00:00,6852.125,6845.125,3.375,time,5,7.0,350.0,17.5,345.0,True,True,2025-11-05 20:15:25+00:00,6853.125,-67.5,235587,-67.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-06 14:30:00+00:00,2025-11-06 14:30:00+00:00,6811.25,6820.5,4.5,stop,0,-9.25,-462.5,30.0,-467.5,False,False,,,,0,-467.5,stop
OOS,-1,SHORT,SHORT_short,short,2025-11-06 18:05:00+00:00,2025-11-06 18:30:00+00:00,6750.875,6756.125,9.142857142857142,time,5,-5.25,-262.5,17.5,-267.5,True,True,2025-11-06 18:25:46+00:00,6755.125,-230.0,762976,-230.0,microprice
OOS,1,LONG,LONG_long,long,2025-11-06 18:30:00+00:00,2025-11-06 18:55:00+00:00,6756.125,6766.125,8.696428571428571,time,5,10.0,500.0,17.5,495.0,True,False,,,,520732,495.0,time
OOS,-1,SHORT,SHORT_long,long,2025-11-06 19:00:00+00:00,2025-11-06 19:05:00+00:00,6761.125,6776.625,7.678571428571429,stop,1,-15.5,-775.0,17.5,-780.0,True,True,2025-11-06 19:02:03+00:00,6763.125,-117.5,132276,-117.5,microprice
OOS,1,LONG,LONG_short,short,2025-11-06 19:30:00+00:00,2025-11-06 19:55:00+00:00,6781.375,6772.125,7.482142857142857,time,5,-9.25,-462.5,17.5,-467.5,True,True,2025-11-06 19:31:27+00:00,6777.875,-192.5,567780,-192.5,microprice
OOS,1,LONG,LONG_short,short,2025-11-06 20:00:00+00:00,2025-11-06 20:25:00+00:00,6777.375,6779.125,7.678571428571429,time,5,1.75,87.5,17.5,82.5,True,True,2025-11-06 20:01:50+00:00,6773.375,-217.5,517038,-217.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-06 20:30:00+00:00,2025-11-06 20:55:00+00:00,6770.875,6751.5,7.196428571428571,time,5,19.375,968.75,23.75,963.75,True,True,2025-11-06 20:35:30+00:00,6773.125,-136.25,728472,-136.25,microprice
OOS,1,LONG,LONG_long,long,2025-11-07 18:40:00+00:00,2025-11-07 18:50:00+00:00,6703.625,6687.375,8.017857142857142,stop,2,-16.25,-812.5,17.5,-817.5,True,True,2025-11-07 18:44:12+00:00,6700.375,-180.0,258356,-180.0,microprice
OOS,1,LONG,LONG_long,long,2025-11-07 19:00:00+00:00,2025-11-07 19:25:00+00:00,6698.625,6709.125,7.982142857142857,time,5,10.5,525.0,17.5,520.0,True,False,,,,572997,520.0,time
OOS,1,LONG,LONG_long,long,2025-11-07 19:25:00+00:00,2025-11-07 19:50:00+00:00,6709.375,6734.375,7.535714285714286,time,5,25.0,1250.0,17.5,1245.0,True,True,2025-11-07 19:26:10+00:00,6706.875,-142.5,750427,-142.5,microprice
OOS,1,LONG,LONG_long,long,2025-11-10 17:55:00+00:00,2025-11-10 18:20:00+00:00,6838.375,6842.625,6.785714285714286,time,5,4.25,212.5,17.5,207.5,True,False,,,,272621,207.5,time
OOS,1,LONG,LONG_long,long,2025-11-10 18:50:00+00:00,2025-11-10 19:15:00+00:00,6848.625,6844.875,4.446428571428571,time,5,-3.75,-187.5,17.5,-192.5,True,True,2025-11-10 18:51:16+00:00,6846.875,-105.0,271702,-105.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-11 14:30:00+00:00,2025-11-11 14:55:00+00:00,6843.0,6842.375,5.339285714285714,time,5,0.625,31.25,23.75,26.25,True,True,2025-11-11 14:31:14+00:00,6846.625,-205.0,775593,-205.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-11 20:20:00+00:00,2025-11-11 20:45:00+00:00,6875.625,6875.0,3.75,time,5,0.625,31.25,23.75,26.25,True,False,,,,325551,26.25,time
OOS,1,LONG,LONG_short,short,2025-11-12 17:40:00+00:00,2025-11-12 18:05:00+00:00,6878.125,6879.625,7.589285714285714,time,5,1.5,75.0,17.5,70.0,True,True,2025-11-12 17:44:57+00:00,6876.375,-105.0,614158,-105.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-12 18:10:00+00:00,2025-11-12 18:35:00+00:00,6874.625,6879.625,6.571428571428571,time,5,-5.0,-250.0,17.5,-255.0,True,True,2025-11-12 18:13:53+00:00,6878.125,-192.5,491387,-192.5,microprice
OOS,1,LONG,LONG_long,long,2025-11-12 19:40:00+00:00,2025-11-12 20:05:00+00:00,6872.625,6868.125,4.928571428571429,time,5,-4.5,-225.0,17.5,-230.0,True,True,2025-11-12 19:41:10+00:00,6871.125,-92.5,462287,-92.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-12 20:10:00+00:00,2025-11-12 20:30:00+00:00,6867.875,6878.875,5.428571428571429,stop,4,-11.0,-550.0,17.5,-555.0,True,True,2025-11-12 20:17:51+00:00,6871.375,-192.5,325167,-192.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-13 20:05:00+00:00,2025-11-13 20:30:00+00:00,6753.875,6758.125,9.732142857142858,time,5,-4.25,-212.5,17.5,-217.5,True,True,2025-11-13 20:09:17+00:00,6759.375,-292.5,816127,-292.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-14 17:45:00+00:00,2025-11-14 18:10:00+00:00,6786.625,6771.125,8.178571428571429,time,5,15.5,775.0,17.5,770.0,True,True,2025-11-14 17:46:07+00:00,6789.125,-142.5,854560,-142.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-14 18:20:00+00:00,2025-11-14 18:45:00+00:00,6769.875,6755.625,10.178571428571429,time,5,14.25,712.5,17.5,707.5,True,True,2025-11-14 18:33:10+00:00,6771.625,-105.0,654484,-105.0,microprice
OOS,1,LONG,LONG_short,short,2025-11-14 18:55:00+00:00,2025-11-14 19:20:00+00:00,6774.125,6770.875,11.464285714285714,time,5,-3.25,-162.5,17.5,-167.5,True,True,2025-11-14 18:57:39+00:00,6769.125,-267.5,594983,-267.5,microprice
OOS,1,LONG,LONG_short,short,2025-11-14 19:25:00+00:00,2025-11-14 19:50:00+00:00,6781.625,6780.125,9.821428571428571,time,5,-1.5,-75.0,17.5,-80.0,True,True,2025-11-14 19:26:09+00:00,6775.625,-317.5,564021,-317.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-14 20:10:00+00:00,2025-11-14 20:35:00+00:00,6778.125,6766.875,7.892857142857143,time,5,11.25,562.5,17.5,557.5,True,True,2025-11-14 20:11:08+00:00,6781.125,-167.5,524770,-167.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-17 17:40:00+00:00,2025-11-17 18:05:00+00:00,6752.375,6722.375,7.857142857142857,time,5,30.0,1500.0,17.5,1495.0,True,False,,,,747973,1495.0,time
OOS,-1,SHORT,SHORT_short,short,2025-11-17 19:35:00+00:00,2025-11-17 20:00:00+00:00,6686.375,6662.375,9.714285714285714,time,5,24.0,1200.0,17.5,1195.0,True,True,2025-11-17 19:36:48+00:00,6687.375,-67.5,795996,-67.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-17 20:00:00+00:00,2025-11-17 20:25:00+00:00,6662.125,6673.125,11.017857142857142,time,5,-11.0,-550.0,17.5,-555.0,True,True,2025-11-17 20:05:50+00:00,6669.625,-392.5,884018,-392.5,microprice
OOS,1,LONG,LONG_short,short,2025-11-18 17:40:00+00:00,2025-11-18 18:05:00+00:00,6648.125,6673.125,12.660714285714286,time,5,25.0,1250.0,17.5,1245.0,True,False,,,,1203619,1245.0,time
OOS,-1,SHORT,SHORT_short,short,2025-11-18 19:00:00+00:00,2025-11-18 19:25:00+00:00,6667.125,6667.5,11.571428571428571,time,5,-0.375,-18.75,23.75,-23.75,True,True,2025-11-18 19:01:45+00:00,6674.625,-398.75,956268,-398.75,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-18 19:45:00+00:00,2025-11-18 20:10:00+00:00,6670.125,6667.875,13.107142857142858,time,5,2.25,112.5,17.5,107.5,True,True,2025-11-18 19:46:06+00:00,6675.875,-305.0,967276,-305.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-18 20:30:00+00:00,2025-11-18 20:55:00+00:00,6660.125,6646.75,12.178571428571429,time,5,13.375,668.75,23.75,663.75,True,False,,,,999532,663.75,time
OOS,-1,SHORT,SHORT_short,short,2025-11-19 14:30:00+00:00,2025-11-19 14:40:00+00:00,6641.25,6663.625,11.142857142857142,stop,2,-22.375,-1118.75,23.75,-1123.75,True,True,2025-11-19 14:34:02+00:00,6646.375,-280.0,649055,-280.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-19 17:40:00+00:00,2025-11-19 17:40:00+00:00,6623.875,6646.625,11.303571428571429,stop,0,-22.75,-1137.5,17.5,-1142.5,False,False,,,,0,-1142.5,stop
OOS,1,LONG,LONG_long,long,2025-11-19 17:45:00+00:00,2025-11-19 18:10:00+00:00,6645.375,6655.375,12.821428571428571,time,5,10.0,500.0,17.5,495.0,True,True,2025-11-19 17:46:20+00:00,6641.375,-217.5,1075566,-217.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-19 18:45:00+00:00,2025-11-19 19:10:00+00:00,6651.125,6652.625,13.785714285714286,time,5,-1.5,-75.0,17.5,-80.0,True,True,2025-11-19 18:52:21+00:00,6656.125,-267.5,856631,-267.5,microprice
OOS,1,LONG,LONG_short,short,2025-11-19 20:20:00+00:00,2025-11-19 20:45:00+00:00,6676.375,6671.75,9.696428571428571,time,5,-4.625,-231.25,23.75,-236.25,True,True,2025-11-19 20:23:49+00:00,6667.625,-461.25,1028220,-461.25,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-20 14:30:00+00:00,2025-11-20 14:55:00+00:00,6764.75,6777.375,11.714285714285714,time,5,-12.625,-631.25,23.75,-636.25,True,True,2025-11-20 14:31:58+00:00,6772.625,-417.5,1614637,-417.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-20 20:05:00+00:00,2025-11-20 20:30:00+00:00,6594.875,6596.375,16.303571428571427,time,5,-1.5,-75.0,17.5,-80.0,True,True,2025-11-20 20:06:25+00:00,6598.875,-217.5,1045851,-217.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-21 17:30:00+00:00,2025-11-21 17:55:00+00:00,6636.625,6638.625,14.875,time,5,-2.0,-100.0,17.5,-105.0,True,True,2025-11-21 17:33:13+00:00,6640.625,-217.5,874419,-217.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-21 18:05:00+00:00,2025-11-21 18:30:00+00:00,6617.625,6612.875,13.339285714285714,time,5,4.75,237.5,17.5,232.5,True,False,,,,999885,232.5,time
OOS,1,LONG,LONG_short,short,2025-11-21 18:40:00+00:00,2025-11-21 19:05:00+00:00,6637.625,6663.125,12.321428571428571,time,5,25.5,1275.0,17.5,1270.0,True,True,2025-11-21 18:41:11+00:00,6634.625,-167.5,1220713,-167.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-21 19:45:00+00:00,2025-11-21 20:10:00+00:00,6656.625,6649.375,14.178571428571429,time,5,7.25,362.5,17.5,357.5,True,False,,,,816413,357.5,time
OOS,-1,SHORT,SHORT_short,short,2025-11-21 20:25:00+00:00,2025-11-21 20:50:00+00:00,6640.375,6633.25,11.267857142857142,time,5,7.125,356.25,23.75,351.25,True,False,,,,927824,351.25,time
OOS,-1,SHORT,SHORT_long,long,2025-11-24 14:30:00+00:00,2025-11-24 14:30:00+00:00,6658.0,6682.0,11.857142857142858,stop,0,-24.0,-1200.0,30.0,-1205.0,False,False,,,,0,-1205.0,stop
OOS,1,LONG,LONG_long,long,2025-11-24 18:15:00+00:00,2025-11-24 18:40:00+00:00,6727.875,6724.125,5.142857142857143,time,5,-3.75,-187.5,17.5,-192.5,True,True,2025-11-24 18:17:19+00:00,6724.125,-205.0,387356,-205.0,microprice
OOS,1,LONG,LONG_long,long,2025-11-24 19:40:00+00:00,2025-11-24 20:05:00+00:00,6718.875,6723.125,4.589285714285714,time,5,4.25,212.5,17.5,207.5,True,True,2025-11-24 19:44:02+00:00,6717.625,-80.0,547042,-80.0,microprice
OOS,1,LONG,LONG_short,short,2025-11-24 20:05:00+00:00,2025-11-24 20:30:00+00:00,6723.375,6720.375,5.214285714285714,time,5,-3.0,-150.0,17.5,-155.0,True,True,2025-11-24 20:08:32+00:00,6722.125,-80.0,432002,-80.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-25 14:30:00+00:00,2025-11-25 14:35:00+00:00,6715.5,6729.5,6.821428571428571,stop,1,-14.0,-700.0,30.0,-705.0,True,True,2025-11-25 14:32:21+00:00,6722.125,-361.25,301022,-361.25,microprice
OOS,1,LONG,LONG_short,short,2025-11-25 17:35:00+00:00,2025-11-25 18:00:00+00:00,6772.125,6763.625,6.410714285714286,time,5,-8.5,-425.0,17.5,-430.0,True,True,2025-11-25 17:36:09+00:00,6771.125,-67.5,486451,-67.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-11-25 19:20:00+00:00,2025-11-25 19:45:00+00:00,6760.125,6761.125,4.785714285714286,time,5,-1.0,-50.0,17.5,-55.0,True,True,2025-11-25 19:24:43+00:00,6763.375,-180.0,474403,-180.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-26 18:35:00+00:00,2025-11-26 19:00:00+00:00,6832.625,6833.375,6.875,time,5,-0.75,-37.5,17.5,-42.5,True,True,2025-11-26 18:50:29+00:00,6836.875,-230.0,452239,-230.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-26 19:40:00+00:00,2025-11-26 20:05:00+00:00,6836.125,6839.875,5.982142857142857,time,5,-3.75,-187.5,17.5,-192.5,True,True,2025-11-26 19:42:15+00:00,6838.375,-130.0,272229,-130.0,microprice
OOS,1,LONG,LONG_long,long,2025-11-26 20:15:00+00:00,2025-11-26 20:40:00+00:00,6843.875,6839.875,4.696428571428571,time,5,-4.0,-200.0,17.5,-205.0,True,True,2025-11-26 20:19:52+00:00,6840.625,-180.0,269655,-180.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-11-28 17:35:00+00:00,2025-11-28 17:55:00+00:00,6849.125,6858.75,4.642857142857143,stop,4,-9.625,-481.25,23.75,-486.25,True,True,2025-11-28 17:36:03+00:00,6851.625,-148.75,189043,-148.75,microprice
OOS,1,LONG,LONG_long,long,2025-12-01 17:45:00+00:00,2025-12-01 18:10:00+00:00,6851.375,6849.625,5.482142857142857,time,5,-1.75,-87.5,17.5,-92.5,True,True,2025-12-01 17:51:00+00:00,6847.625,-205.0,330484,-205.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-01 18:15:00+00:00,2025-12-01 18:40:00+00:00,6851.125,6853.375,4.732142857142857,time,5,-2.25,-112.5,17.5,-117.5,True,True,2025-12-01 18:16:13+00:00,6853.125,-117.5,229616,-117.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-01 19:05:00+00:00,2025-12-01 19:25:00+00:00,6847.375,6832.25,3.375,target,4,15.125,756.25,11.25,751.25,True,False,,,,325561,751.25,target
OOS,1,LONG,LONG_long,long,2025-12-01 19:40:00+00:00,2025-12-01 19:50:00+00:00,6835.125,6825.125,4.910714285714286,stop,2,-10.0,-500.0,17.5,-505.0,True,True,2025-12-01 19:41:44+00:00,6831.625,-192.5,204653,-192.5,microprice
OOS,1,LONG,LONG_long,long,2025-12-02 17:30:00+00:00,2025-12-02 17:55:00+00:00,6850.125,6837.875,9.125,time,5,-12.25,-612.5,17.5,-617.5,True,True,2025-12-02 17:36:52+00:00,6848.125,-117.5,442114,-117.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-02 18:00:00+00:00,2025-12-02 18:20:00+00:00,6824.875,6840.375,7.714285714285714,stop,4,-15.5,-775.0,17.5,-780.0,True,True,2025-12-02 18:01:05+00:00,6830.625,-305.0,428442,-305.0,microprice
OOS,1,LONG,LONG_long,long,2025-12-02 19:35:00+00:00,2025-12-02 20:00:00+00:00,6842.125,6849.375,6.267857142857143,time,5,7.25,362.5,17.5,357.5,True,True,2025-12-02 19:43:58+00:00,6837.625,-242.5,360450,-242.5,microprice
OOS,1,LONG,LONG_long,long,2025-12-03 17:55:00+00:00,2025-12-03 18:20:00+00:00,6861.125,6860.875,5.160714285714286,time,5,-0.25,-12.5,17.5,-17.5,True,False,,,,271380,-17.5,time
OOS,1,LONG,LONG_long,long,2025-12-03 18:30:00+00:00,2025-12-03 18:55:00+00:00,6864.375,6866.625,3.803571428571429,time,5,2.25,112.5,17.5,107.5,True,False,,,,256793,107.5,time
OOS,-1,SHORT,SHORT_long,long,2025-12-03 18:55:00+00:00,2025-12-03 19:20:00+00:00,6866.625,6866.625,3.5535714285714284,time,5,-0.0,-0.0,17.5,-5.0,True,True,2025-12-03 19:03:15+00:00,6868.125,-92.5,245299,-92.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-12-03 20:15:00+00:00,2025-12-03 20:40:00+00:00,6871.125,6867.375,2.4285714285714284,time,5,3.75,187.5,17.5,182.5,True,False,,,,228528,182.5,time
OOS,-1,SHORT,SHORT_short,short,2025-12-04 14:30:00+00:00,2025-12-04 14:30:00+00:00,6875.25,6860.75,3.2142857142857144,target,0,14.5,725.0,17.5,720.0,False,False,,,,0,720.0,target
OOS,-1,SHORT,SHORT_long,long,2025-12-04 18:10:00+00:00,2025-12-04 18:25:00+00:00,6860.125,6869.625,4.660714285714286,stop,3,-9.5,-475.0,17.5,-480.0,True,True,2025-12-04 18:14:03+00:00,6861.875,-105.0,172683,-105.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-04 19:20:00+00:00,2025-12-04 19:35:00+00:00,6847.375,6856.875,4.660714285714286,stop,3,-9.5,-475.0,17.5,-480.0,True,True,2025-12-04 19:33:38+00:00,6851.375,-217.5,510784,-217.5,microprice
OOS,1,LONG,LONG_short,short,2025-12-04 19:40:00+00:00,2025-12-04 20:05:00+00:00,6857.375,6850.875,6.285714285714286,time,5,-6.5,-325.0,17.5,-330.0,True,True,2025-12-04 19:42:11+00:00,6854.125,-180.0,513983,-180.0,microprice
OOS,1,LONG,LONG_short,short,2025-12-05 14:30:00+00:00,2025-12-05 14:55:00+00:00,6875.25,6890.625,5.517857142857143,time,5,15.375,768.75,23.75,763.75,True,False,,,,934354,763.75,time
OOS,1,LONG,LONG_long,long,2025-12-05 18:30:00+00:00,2025-12-05 18:55:00+00:00,6886.875,6883.875,5.267857142857143,time,5,-3.0,-150.0,17.5,-155.0,True,True,2025-12-05 18:41:25+00:00,6884.875,-117.5,326655,-117.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-05 19:20:00+00:00,2025-12-05 19:45:00+00:00,6880.375,6878.375,4.607142857142857,time,5,2.0,100.0,17.5,95.0,True,True,2025-12-05 19:27:56+00:00,6882.125,-105.0,285585,-105.0,microprice
OOS,1,LONG,LONG_long,long,2025-12-05 20:00:00+00:00,2025-12-05 20:25:00+00:00,6883.125,6880.375,4.107142857142857,time,5,-2.75,-137.5,17.5,-142.5,True,True,2025-12-05 20:02:28+00:00,6880.875,-130.0,282537,-130.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-05 20:25:00+00:00,2025-12-05 20:50:00+00:00,6880.375,6871.25,4.125,time,5,9.125,456.25,23.75,451.25,True,False,,,,324648,451.25,time
OOS,1,LONG,LONG_short,short,2025-12-08 17:50:00+00:00,2025-12-08 18:15:00+00:00,6851.375,6857.625,4.892857142857143,time,5,6.25,312.5,17.5,307.5,True,False,,,,520549,307.5,time
OOS,-1,SHORT,SHORT_short,short,2025-12-08 18:30:00+00:00,2025-12-08 18:55:00+00:00,6847.125,6845.375,5.196428571428571,time,5,1.75,87.5,17.5,82.5,True,True,2025-12-08 18:39:15+00:00,6850.125,-167.5,410571,-167.5,microprice
OOS,1,LONG,LONG_short,short,2025-12-08 19:20:00+00:00,2025-12-08 19:45:00+00:00,6844.625,6845.625,5.517857142857143,time,5,1.0,50.0,17.5,45.0,True,True,2025-12-08 19:21:40+00:00,6842.625,-117.5,303333,-117.5,microprice
