sample,side,side_label,cell,gamma_regime,entry_time,exit_time,entry_px,exit_px,atr_at_entry,exit_reason,bars_held,gross_points,gross_dollars,cost_dollars,net_dollars,microprice_evaluable,microprice_fired,microprice_exit_time,microprice_exit_px,microprice_net,n_book_rows_in_window,arm3_net_dollars,arm3_exit_reason
OOS,1,LONG,LONG_short,short,2025-09-08 18:20:00+00:00,2025-09-08 18:45:00+00:00,6500.625,6500.875,3.767857142857143,time,5,0.25,12.5,17.5,7.5,True,True,2025-09-08 18:26:06+00:00,6499.375,-80.0,208451,-80.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-08 19:15:00+00:00,2025-09-08 19:40:00+00:00,6493.125,6496.375,3.7142857142857144,time,5,-3.25,-162.5,17.5,-167.5,True,True,2025-09-08 19:16:34+00:00,6495.875,-155.0,254674,-155.0,microprice
OOS,1,LONG,LONG_short,short,2025-09-09 13:30:00+00:00,2025-09-09 13:55:00+00:00,6507.25,6503.625,4.196428571428571,time,5,-3.625,-181.25,23.75,-186.25,True,True,2025-09-09 13:54:11+00:00,6505.375,-117.5,653580,-117.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-10 13:30:00+00:00,2025-09-10 13:55:00+00:00,6552.5,6548.125,2.5535714285714284,time,5,4.375,218.75,23.75,213.75,True,True,2025-09-10 13:49:21+00:00,6554.875,-142.5,1078888,-142.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-10 19:30:00+00:00,2025-09-10 19:40:00+00:00,6524.875,6534.75,4.821428571428571,stop,2,-9.875,-493.75,23.75,-498.75,True,True,2025-09-10 19:31:47+00:00,6527.375,-148.75,155962,-148.75,microprice
OOS,1,LONG,LONG_long,long,2025-09-11 17:15:00+00:00,2025-09-11 17:40:00+00:00,6590.375,6589.625,2.8214285714285716,time,5,-0.75,-37.5,17.5,-42.5,True,True,2025-09-11 17:19:13+00:00,6587.875,-142.5,217302,-142.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-11 17:50:00+00:00,2025-09-11 18:15:00+00:00,6588.375,6590.625,3.1607142857142856,time,5,-2.25,-112.5,17.5,-117.5,True,True,2025-09-11 17:55:38+00:00,6589.625,-80.0,231358,-80.0,microprice
OOS,1,LONG,LONG_long,long,2025-09-11 18:45:00+00:00,2025-09-11 19:10:00+00:00,6591.375,6590.875,2.875,time,5,-0.5,-25.0,17.5,-30.0,True,False,,,,208881,-30.0,time
OOS,1,LONG,LONG_long,long,2025-09-12 16:50:00+00:00,2025-09-12 17:15:00+00:00,6593.625,6594.625,2.6607142857142856,time,5,1.0,50.0,17.5,45.0,True,True,2025-09-12 17:04:14+00:00,6592.125,-92.5,150151,-92.5,microprice
OOS,1,LONG,LONG_long,long,2025-09-12 17:25:00+00:00,2025-09-12 17:50:00+00:00,6596.375,6596.625,2.267857142857143,time,5,0.25,12.5,17.5,7.5,True,True,2025-09-12 17:27:05+00:00,6595.125,-80.0,130133,-80.0,microprice
OOS,1,LONG,LONG_long,long,2025-09-12 18:10:00+00:00,2025-09-12 18:35:00+00:00,6597.625,6600.875,2.017857142857143,time,5,3.25,162.5,17.5,157.5,True,False,,,,134046,157.5,time
OOS,1,LONG,LONG_long,long,2025-09-12 18:55:00+00:00,2025-09-12 19:10:00+00:00,6604.125,6599.125,2.392857142857143,stop,3,-5.0,-250.0,17.5,-255.0,True,True,2025-09-12 18:58:50+00:00,6602.125,-117.5,88747,-117.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-15 13:30:00+00:00,2025-09-15 13:50:00+00:00,6608.0,6617.875,4.821428571428571,stop,4,-9.875,-493.75,23.75,-498.75,True,True,2025-09-15 13:31:00+00:00,6670.375,-3142.5,495944,-3142.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-15 17:00:00+00:00,2025-09-15 17:25:00+00:00,6613.625,6611.875,2.5535714285714284,time,5,1.75,87.5,17.5,82.5,True,True,2025-09-15 17:01:00+00:00,6670.875,-2880.0,235212,-2880.0,microprice
OOS,1,LONG,LONG_long,long,2025-09-15 17:40:00+00:00,2025-09-15 18:05:00+00:00,6614.875,6617.875,3.017857142857143,time,5,3.0,150.0,17.5,145.0,True,False,,,,193619,145.0,time
OOS,-1,SHORT,SHORT_long,long,2025-09-15 18:10:00+00:00,2025-09-15 18:35:00+00:00,6614.125,6613.125,3.1607142857142856,time,5,1.0,50.0,17.5,45.0,True,True,2025-09-15 18:11:00+00:00,6672.375,-2930.0,194399,-2930.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-15 18:45:00+00:00,2025-09-15 19:10:00+00:00,6608.125,6612.125,3.25,time,5,-4.0,-200.0,17.5,-205.0,True,True,2025-09-15 18:46:00+00:00,6665.375,-2880.0,231146,-2880.0,microprice
OOS,1,LONG,LONG_long,long,2025-09-15 19:30:00+00:00,2025-09-15 19:55:00+00:00,6613.375,6613.75,3.25,time,5,0.375,18.75,23.75,13.75,True,False,,,,318614,13.75,time
OOS,-1,SHORT,SHORT_short,short,2025-09-16 17:45:00+00:00,2025-09-16 18:10:00+00:00,6612.875,6614.875,2.6607142857142856,time,5,-2.0,-100.0,17.5,-105.0,True,True,2025-09-16 17:46:00+00:00,6670.875,-2917.5,177470,-2917.5,microprice
OOS,1,LONG,LONG_long,long,2025-09-16 18:45:00+00:00,2025-09-16 19:10:00+00:00,6616.375,6617.625,2.267857142857143,time,5,1.25,62.5,17.5,57.5,True,False,,,,176480,57.5,time
OOS,-1,SHORT,SHORT_short,short,2025-09-16 19:30:00+00:00,2025-09-16 19:45:00+00:00,6613.625,6618.25,2.1964285714285716,stop,3,-4.625,-231.25,23.75,-236.25,True,True,2025-09-16 19:31:00+00:00,6669.625,-2823.75,195495,-2823.75,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-17 13:30:00+00:00,2025-09-17 13:50:00+00:00,6611.5,6618.125,3.3035714285714284,stop,4,-6.625,-331.25,23.75,-336.25,True,True,2025-09-17 13:31:00+00:00,6673.375,-3117.5,543632,-3117.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-17 18:35:00+00:00,2025-09-17 19:00:00+00:00,6594.875,6588.875,12.125,time,5,6.0,300.0,17.5,295.0,True,True,2025-09-17 18:36:00+00:00,6656.875,-3117.5,1714967,-3117.5,microprice
OOS,1,LONG,LONG_long,long,2025-09-17 19:00:00+00:00,2025-09-17 19:25:00+00:00,6588.875,6613.375,20.303571428571427,time,5,24.5,1225.0,17.5,1220.0,True,False,,,,1271785,1220.0,time
OOS,1,LONG,LONG_long,long,2025-09-17 19:25:00+00:00,2025-09-17 19:50:00+00:00,6613.625,6608.0,21.803571428571427,time,5,-5.625,-281.25,23.75,-286.25,True,False,,,,1091196,-286.25,time
OOS,-1,SHORT,SHORT_short,short,2025-09-18 18:45:00+00:00,2025-09-18 18:50:00+00:00,6634.125,6642.375,4.035714285714286,stop,1,-8.25,-412.5,17.5,-417.5,True,True,2025-09-18 18:46:00+00:00,6693.875,-3005.0,51437,-3005.0,microprice
OOS,1,LONG,LONG_long,long,2025-09-18 18:55:00+00:00,2025-09-18 19:20:00+00:00,6643.625,6641.875,4.25,time,5,-1.75,-87.5,17.5,-92.5,True,False,,,,231420,-92.5,time
OOS,-1,SHORT,SHORT_short,short,2025-09-18 19:25:00+00:00,2025-09-18 19:50:00+00:00,6638.625,6632.25,3.7142857142857144,time,5,6.375,318.75,23.75,313.75,True,True,2025-09-18 19:26:00+00:00,6697.375,-2961.25,271743,-2961.25,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-22 13:30:00+00:00,2025-09-22 13:50:00+00:00,6705.75,6714.375,4.285714285714286,stop,4,-8.625,-431.25,23.75,-436.25,True,True,2025-09-22 13:31:04+00:00,6707.625,-117.5,456182,-117.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-22 17:55:00+00:00,2025-09-22 18:20:00+00:00,6748.625,6749.375,2.5714285714285716,time,5,-0.75,-37.5,17.5,-42.5,True,True,2025-09-22 18:17:59+00:00,6750.125,-92.5,181987,-92.5,microprice
OOS,1,LONG,LONG_long,long,2025-09-22 18:40:00+00:00,2025-09-22 19:05:00+00:00,6752.125,6752.625,2.4464285714285716,time,5,0.5,25.0,17.5,20.0,True,True,2025-09-22 18:41:28+00:00,6750.875,-80.0,140359,-80.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-22 19:20:00+00:00,2025-09-22 19:45:00+00:00,6754.875,6752.25,2.1607142857142856,time,5,2.625,131.25,23.75,126.25,True,True,2025-09-22 19:26:41+00:00,6756.625,-111.25,183220,-111.25,microprice
OOS,1,LONG,LONG_long,long,2025-09-23 16:50:00+00:00,2025-09-23 16:55:00+00:00,6740.375,6732.625,3.7857142857142856,stop,1,-7.75,-387.5,17.5,-392.5,True,True,2025-09-23 16:54:41+00:00,6738.375,-117.5,42391,-117.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-23 17:30:00+00:00,2025-09-23 17:55:00+00:00,6718.125,6711.375,4.678571428571429,time,5,6.75,337.5,17.5,332.5,True,False,,,,665046,332.5,time
OOS,1,LONG,LONG_long,long,2025-09-23 18:25:00+00:00,2025-09-23 18:50:00+00:00,6706.375,6707.375,6.017857142857143,time,5,1.0,50.0,17.5,45.0,True,False,,,,317074,45.0,time
OOS,1,LONG,LONG_long,long,2025-09-23 19:05:00+00:00,2025-09-23 19:30:00+00:00,6704.625,6706.125,4.803571428571429,time,5,1.5,75.0,17.5,70.0,True,False,,,,269747,70.0,time
OOS,1,LONG,LONG_long,long,2025-09-24 17:10:00+00:00,2025-09-24 17:35:00+00:00,6693.625,6698.375,4.767857142857143,time,5,4.75,237.5,17.5,232.5,True,True,2025-09-24 17:22:17+00:00,6691.625,-117.5,288570,-117.5,microprice
OOS,1,LONG,LONG_short,short,2025-09-24 17:35:00+00:00,2025-09-24 17:40:00+00:00,6698.625,6690.875,3.857142857142857,stop,1,-7.75,-387.5,17.5,-392.5,True,True,2025-09-24 17:36:28+00:00,6696.625,-117.5,59954,-117.5,microprice
OOS,1,LONG,LONG_long,long,2025-09-24 18:55:00+00:00,2025-09-24 19:20:00+00:00,6692.375,6690.375,4.0,time,5,-2.0,-100.0,17.5,-105.0,True,True,2025-09-24 19:01:38+00:00,6690.875,-92.5,231661,-92.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-25 13:30:00+00:00,2025-09-25 13:35:00+00:00,6659.75,6643.0,3.696428571428571,target,1,16.75,837.5,17.5,832.5,True,False,,,,287502,832.5,target
OOS,-1,SHORT,SHORT_short,short,2025-09-25 17:25:00+00:00,2025-09-25 17:50:00+00:00,6647.125,6642.125,6.357142857142857,time,5,5.0,250.0,17.5,245.0,True,True,2025-09-25 17:26:09+00:00,6651.875,-255.0,532925,-255.0,microprice
OOS,1,LONG,LONG_long,long,2025-09-25 18:10:00+00:00,2025-09-25 18:35:00+00:00,6633.125,6649.375,7.428571428571429,time,5,16.25,812.5,17.5,807.5,True,False,,,,591665,807.5,time
OOS,1,LONG,LONG_short,short,2025-09-25 18:45:00+00:00,2025-09-25 19:10:00+00:00,6659.125,6657.875,7.0,time,5,-1.25,-62.5,17.5,-67.5,True,True,2025-09-25 18:46:25+00:00,6656.625,-142.5,471026,-142.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-26 17:50:00+00:00,2025-09-26 18:15:00+00:00,6691.375,6692.375,3.875,time,5,-1.0,-50.0,17.5,-55.0,True,True,2025-09-26 18:01:09+00:00,6694.375,-167.5,282750,-167.5,microprice
OOS,1,LONG,LONG_short,short,2025-09-26 18:15:00+00:00,2025-09-26 18:40:00+00:00,6692.375,6699.125,3.9642857142857144,time,5,6.75,337.5,17.5,332.5,True,False,,,,259058,332.5,time
OOS,-1,SHORT,SHORT_short,short,2025-09-26 19:10:00+00:00,2025-09-26 19:35:00+00:00,6694.125,6693.375,3.892857142857143,time,5,0.75,37.5,17.5,32.5,True,True,2025-09-26 19:12:15+00:00,6695.375,-80.0,226584,-80.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-29 17:05:00+00:00,2025-09-29 17:30:00+00:00,6703.375,6703.375,4.375,time,5,-0.0,-0.0,17.5,-5.0,True,True,2025-09-29 17:06:51+00:00,6704.625,-80.0,299725,-80.0,microprice
OOS,1,LONG,LONG_long,long,2025-09-29 17:55:00+00:00,2025-09-29 18:20:00+00:00,6708.625,6710.875,3.482142857142857,time,5,2.25,112.5,17.5,107.5,True,True,2025-09-29 17:56:25+00:00,6707.375,-80.0,216689,-80.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-09-29 18:40:00+00:00,2025-09-29 19:05:00+00:00,6710.375,6709.625,2.875,time,5,0.75,37.5,17.5,32.5,True,True,2025-09-29 18:46:05+00:00,6712.125,-105.0,216878,-105.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-29 19:10:00+00:00,2025-09-29 19:35:00+00:00,6704.625,6707.625,2.9464285714285716,time,5,-3.0,-150.0,17.5,-155.0,True,True,2025-09-29 19:11:17+00:00,6706.625,-117.5,404376,-117.5,microprice
OOS,1,LONG,LONG_long,long,2025-09-30 13:30:00+00:00,2025-09-30 13:50:00+00:00,6707.5,6698.375,4.5,stop,4,-9.125,-456.25,23.75,-461.25,True,True,2025-09-30 13:34:13+00:00,6703.375,-230.0,585254,-230.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-09-30 18:00:00+00:00,2025-09-30 18:10:00+00:00,6701.625,6710.875,4.571428571428571,stop,2,-9.25,-462.5,17.5,-467.5,True,True,2025-09-30 18:03:12+00:00,6703.125,-92.5,135010,-92.5,microprice
OOS,1,LONG,LONG_long,long,2025-09-30 18:15:00+00:00,2025-09-30 18:40:00+00:00,6714.125,6715.875,4.75,time,5,1.75,87.5,17.5,82.5,True,True,2025-09-30 18:18:30+00:00,6711.375,-155.0,331311,-155.0,microprice
OOS,1,LONG,LONG_short,short,2025-09-30 19:25:00+00:00,2025-09-30 19:50:00+00:00,6729.125,6737.5,3.857142857142857,time,5,8.375,418.75,23.75,413.75,True,True,2025-09-30 19:42:23+00:00,6727.125,-123.75,413866,-123.75,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-01 16:40:00+00:00,2025-10-01 17:05:00+00:00,6743.375,6747.875,2.9107142857142856,time,5,-4.5,-225.0,17.5,-230.0,True,True,2025-10-01 17:02:29+00:00,6746.625,-180.0,228280,-180.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-01 17:20:00+00:00,2025-10-01 17:45:00+00:00,6752.625,6753.375,3.392857142857143,time,5,0.75,37.5,17.5,32.5,True,False,,,,220328,32.5,time
OOS,1,LONG,LONG_long,long,2025-10-01 18:05:00+00:00,2025-10-01 18:30:00+00:00,6757.875,6762.875,3.4642857142857144,time,5,5.0,250.0,17.5,245.0,True,False,,,,252253,245.0,time
OOS,-1,SHORT,SHORT_short,short,2025-10-01 19:10:00+00:00,2025-10-01 19:35:00+00:00,6767.125,6767.875,2.8214285714285716,time,5,-0.75,-37.5,17.5,-42.5,True,False,,,,241008,-42.5,time
OOS,-1,SHORT,SHORT_long,long,2025-10-02 13:30:00+00:00,2025-10-02 13:40:00+00:00,6778.0,6763.0,3.357142857142857,target,2,15.0,750.0,17.5,745.0,True,False,,,,342372,745.0,target
OOS,1,LONG,LONG_long,long,2025-10-02 17:25:00+00:00,2025-10-02 17:50:00+00:00,6759.625,6761.375,3.678571428571429,time,5,1.75,87.5,17.5,82.5,True,True,2025-10-02 17:31:11+00:00,6757.375,-130.0,240638,-130.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-02 18:25:00+00:00,2025-10-02 18:50:00+00:00,6770.125,6768.125,2.8392857142857144,time,5,-2.0,-100.0,17.5,-105.0,True,True,2025-10-02 18:44:02+00:00,6768.375,-105.0,208550,-105.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-02 19:05:00+00:00,2025-10-02 19:30:00+00:00,6769.625,6768.375,2.5714285714285716,time,5,-1.25,-62.5,17.5,-67.5,True,True,2025-10-02 19:08:12+00:00,6768.125,-92.5,195639,-92.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-03 13:30:00+00:00,2025-10-03 13:30:00+00:00,6771.75,6777.75,2.9107142857142856,stop,0,-6.0,-300.0,30.0,-305.0,False,False,,,,0,-305.0,stop
OOS,-1,SHORT,SHORT_long,long,2025-10-03 17:05:00+00:00,2025-10-03 17:10:00+00:00,6782.125,6789.875,3.821428571428571,stop,1,-7.75,-387.5,17.5,-392.5,True,False,,,,197522,-392.5,stop
OOS,-1,SHORT,SHORT_long,long,2025-10-03 17:20:00+00:00,2025-10-03 17:45:00+00:00,6780.875,6773.375,4.732142857142857,time,5,7.5,375.0,17.5,370.0,True,False,,,,544308,370.0,time
OOS,-1,SHORT,SHORT_short,short,2025-10-03 18:50:00+00:00,2025-10-03 19:15:00+00:00,6766.875,6771.375,7.892857142857143,time,5,-4.5,-225.0,17.5,-230.0,True,True,2025-10-03 18:51:58+00:00,6768.875,-117.5,456596,-117.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-06 13:30:00+00:00,2025-10-06 13:55:00+00:00,6787.5,6774.625,4.232142857142857,time,5,12.875,643.75,23.75,638.75,True,False,,,,946908,638.75,time
OOS,1,LONG,LONG_short,short,2025-10-06 17:25:00+00:00,2025-10-06 17:50:00+00:00,6795.125,6793.625,2.8035714285714284,time,5,-1.5,-75.0,17.5,-80.0,True,True,2025-10-06 17:27:46+00:00,6792.875,-130.0,327349,-130.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-06 17:50:00+00:00,2025-10-06 18:15:00+00:00,6793.875,6794.125,2.982142857142857,time,5,0.25,12.5,17.5,7.5,True,False,,,,215375,7.5,time
OOS,-1,SHORT,SHORT_long,long,2025-10-07 13:30:00+00:00,2025-10-07 13:55:00+00:00,6797.25,6797.125,2.732142857142857,time,5,0.125,6.25,23.75,1.25,True,True,2025-10-07 13:32:54+00:00,6799.625,-142.5,612025,-142.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-07 16:35:00+00:00,2025-10-07 17:00:00+00:00,6762.875,6754.375,7.767857142857143,time,5,-8.5,-425.0,17.5,-430.0,True,True,2025-10-07 16:36:15+00:00,6760.875,-117.5,461000,-117.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-08 16:30:00+00:00,2025-10-08 16:55:00+00:00,6797.875,6794.375,2.7142857142857144,time,5,3.5,175.0,17.5,170.0,True,True,2025-10-08 16:35:01+00:00,6799.375,-92.5,174235,-92.5,microprice
OOS,1,LONG,LONG_long,long,2025-10-08 17:00:00+00:00,2025-10-08 17:25:00+00:00,6798.625,6801.125,2.7142857142857144,time,5,2.5,125.0,17.5,120.0,True,True,2025-10-08 17:06:02+00:00,6796.875,-105.0,163203,-105.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-08 18:45:00+00:00,2025-10-08 19:10:00+00:00,6795.125,6795.375,2.7857142857142856,time,5,-0.25,-12.5,17.5,-17.5,True,True,2025-10-08 19:05:24+00:00,6796.625,-92.5,230409,-92.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-08 19:15:00+00:00,2025-10-08 19:40:00+00:00,6797.375,6799.375,2.9642857142857144,time,5,2.0,100.0,17.5,95.0,True,False,,,,204128,95.0,time
OOS,1,LONG,LONG_short,short,2025-10-10 13:30:00+00:00,2025-10-10 13:45:00+00:00,6788.0,6805.0,3.767857142857143,target,3,17.0,850.0,17.5,845.0,True,False,,,,379615,845.0,target
OOS,-1,SHORT,SHORT_long,long,2025-10-10 17:15:00+00:00,2025-10-10 17:40:00+00:00,6646.375,6665.125,13.767857142857142,time,5,-18.75,-937.5,17.5,-942.5,True,True,2025-10-10 17:16:18+00:00,6651.625,-280.0,630123,-280.0,microprice
OOS,1,LONG,LONG_long,long,2025-10-10 18:15:00+00:00,2025-10-10 18:40:00+00:00,6659.125,6649.375,10.839285714285714,time,5,-9.75,-487.5,17.5,-492.5,True,True,2025-10-10 18:18:50+00:00,6650.875,-430.0,511796,-430.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-13 13:30:00+00:00,2025-10-13 13:55:00+00:00,6671.0,6679.875,12.178571428571429,time,5,-8.875,-443.75,23.75,-448.75,True,True,2025-10-13 13:32:19+00:00,6679.875,-467.5,1404567,-467.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-13 17:15:00+00:00,2025-10-13 17:40:00+00:00,6699.625,6694.375,6.160714285714286,time,5,5.25,262.5,17.5,257.5,True,True,2025-10-13 17:24:26+00:00,6700.625,-67.5,414853,-67.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-13 18:25:00+00:00,2025-10-13 18:40:00+00:00,6704.375,6694.375,4.946428571428571,stop,3,-10.0,-500.0,17.5,-505.0,True,True,2025-10-13 18:26:19+00:00,6702.875,-92.5,168589,-92.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-13 18:45:00+00:00,2025-10-13 19:10:00+00:00,6695.375,6689.125,4.928571428571429,time,5,6.25,312.5,17.5,307.5,True,False,,,,444357,307.5,time
OOS,1,LONG,LONG_long,long,2025-10-13 19:25:00+00:00,2025-10-13 19:50:00+00:00,6696.375,6694.75,6.089285714285714,time,5,-1.625,-81.25,23.75,-86.25,True,True,2025-10-13 19:26:56+00:00,6694.625,-111.25,370901,-111.25,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-14 17:20:00+00:00,2025-10-14 17:45:00+00:00,6711.375,6716.875,7.285714285714286,time,5,-5.5,-275.0,17.5,-280.0,True,True,2025-10-14 17:21:16+00:00,6713.875,-142.5,508923,-142.5,microprice
OOS,1,LONG,LONG_long,long,2025-10-14 17:45:00+00:00,2025-10-14 18:10:00+00:00,6716.875,6712.125,6.625,time,5,-4.75,-237.5,17.5,-242.5,True,True,2025-10-14 17:59:18+00:00,6714.625,-130.0,449829,-130.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-14 18:40:00+00:00,2025-10-14 19:05:00+00:00,6709.125,6714.875,5.660714285714286,time,5,-5.75,-287.5,17.5,-292.5,True,True,2025-10-14 18:44:05+00:00,6710.625,-92.5,417626,-92.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-15 13:30:00+00:00,2025-10-15 13:55:00+00:00,6730.5,6739.125,9.875,time,5,8.625,431.25,23.75,426.25,True,True,2025-10-15 13:31:01+00:00,6727.125,-192.5,1058745,-192.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-15 18:05:00+00:00,2025-10-15 18:30:00+00:00,6699.875,6705.625,12.303571428571429,time,5,-5.75,-287.5,17.5,-292.5,True,True,2025-10-15 18:06:42+00:00,6702.125,-130.0,574898,-130.0,microprice
OOS,1,LONG,LONG_long,long,2025-10-15 18:35:00+00:00,2025-10-15 19:00:00+00:00,6711.375,6720.375,8.357142857142858,time,5,9.0,450.0,17.5,445.0,True,False,,,,469968,445.0,time
OOS,1,LONG,LONG_short,short,2025-10-16 13:30:00+00:00,2025-10-16 13:55:00+00:00,6732.0,6729.875,7.571428571428571,time,5,-2.125,-106.25,23.75,-111.25,True,True,2025-10-16 13:36:15+00:00,6729.625,-142.5,923776,-142.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-16 17:00:00+00:00,2025-10-16 17:25:00+00:00,6694.875,6690.125,14.428571428571429,time,5,-4.75,-237.5,17.5,-242.5,True,True,2025-10-16 17:01:42+00:00,6689.125,-305.0,921331,-305.0,microprice
OOS,1,LONG,LONG_long,long,2025-10-16 18:55:00+00:00,2025-10-16 19:20:00+00:00,6666.125,6651.125,14.053571428571429,time,5,-15.0,-750.0,17.5,-755.0,True,True,2025-10-16 18:56:28+00:00,6664.375,-105.0,635140,-105.0,microprice
OOS,1,LONG,LONG_short,short,2025-10-17 17:55:00+00:00,2025-10-17 18:20:00+00:00,6688.625,6705.875,11.017857142857142,time,5,17.25,862.5,17.5,857.5,True,True,2025-10-17 17:57:12+00:00,6687.375,-80.0,396344,-80.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-17 18:35:00+00:00,2025-10-17 19:00:00+00:00,6706.375,6704.125,8.410714285714286,time,5,2.25,112.5,17.5,107.5,True,True,2025-10-17 18:36:12+00:00,6708.375,-117.5,271959,-117.5,microprice
OOS,1,LONG,LONG_long,long,2025-10-17 19:15:00+00:00,2025-10-17 19:40:00+00:00,6714.375,6710.375,6.482142857142857,time,5,-4.0,-200.0,17.5,-205.0,True,True,2025-10-17 19:16:32+00:00,6711.625,-155.0,312409,-155.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-20 13:30:00+00:00,2025-10-20 13:30:00+00:00,6733.25,6745.25,5.910714285714286,stop,0,-12.0,-600.0,30.0,-605.0,False,False,,,,0,-605.0,stop
OOS,1,LONG,LONG_long,long,2025-10-20 17:05:00+00:00,2025-10-20 17:30:00+00:00,6777.375,6776.875,4.142857142857143,time,5,-0.5,-25.0,17.5,-30.0,True,True,2025-10-20 17:06:08+00:00,6776.375,-67.5,214856,-67.5,microprice
OOS,1,LONG,LONG_short,short,2025-10-20 18:15:00+00:00,2025-10-20 18:40:00+00:00,6782.375,6777.625,2.75,time,5,-4.75,-237.5,17.5,-242.5,True,True,2025-10-20 18:18:21+00:00,6780.875,-92.5,177090,-92.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-20 18:45:00+00:00,2025-10-20 19:10:00+00:00,6776.375,6779.625,2.4464285714285716,time,5,-3.25,-162.5,17.5,-167.5,True,True,2025-10-20 18:57:28+00:00,6777.875,-92.5,216319,-92.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-10-21 13:30:00+00:00,2025-10-21 13:55:00+00:00,6773.0,6769.375,3.7142857142857144,time,5,3.625,181.25,23.75,176.25,True,True,2025-10-21 13:35:14+00:00,6774.875,-117.5,755444,-117.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-21 16:55:00+00:00,2025-10-21 17:20:00+00:00,6777.375,6774.375,4.285714285714286,time,5,3.0,150.0,17.5,145.0,True,True,2025-10-21 17:11:24+00:00,6778.375,-67.5,588833,-67.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-21 18:40:00+00:00,2025-10-21 19:05:00+00:00,6781.375,6777.125,3.75,time,5,4.25,212.5,17.5,207.5,True,False,,,,219116,207.5,time
OOS,-1,SHORT,SHORT_long,long,2025-10-22 13:30:00+00:00,2025-10-22 13:55:00+00:00,6778.25,6775.625,3.5892857142857144,time,5,2.625,131.25,23.75,126.25,True,False,,,,798318,126.25,time
OOS,1,LONG,LONG_short,short,2025-10-22 19:00:00+00:00,2025-10-22 19:25:00+00:00,6723.625,6729.375,9.607142857142858,time,5,5.75,287.5,17.5,282.5,True,True,2025-10-22 19:01:52+00:00,6719.625,-217.5,468970,-217.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-10-22 19:25:00+00:00,2025-10-22 19:50:00+00:00,6729.375,6740.25,9.321428571428571,time,5,-10.875,-543.75,23.75,-548.75,True,True,2025-10-22 19:28:51+00:00,6733.125,-211.25,454490,-211.25,microprice
OOS,1,LONG,LONG_short,short,2025-10-23 13:30:00+00:00,2025-10-23 13:55:00+00:00,6740.0,6762.375,8.232142857142858,time,5,22.375,1118.75,23.75,1113.75,True,False,,,,777782,1113.75,time
OOS,-1,SHORT,SHORT_short,short,2025-10-23 17:10:00+00:00,2025-10-23 17:30:00+00:00,6765.875,6775.125,4.607142857142857,stop,4,-9.25,-462.5,17.5,-467.5,True,True,2025-10-23 17:11:05+00:00,6771.375,-292.5,296846,-292.5,microprice
