,instrument_id,ts_event,rtype,publisher_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol_x,expiration,strike_price,contract_multiplier,symbol_y,underlying_id,cfi,underlying_price,open_interest,mid_price,T,option_type,implied_vol,gamma,delta
238,42895792,2026-02-27 14:14:59.619121807+00:00,1,1,A,A,0,26.5,4,128,13060,1297849073,25.75,26.5,178,170,6,8,42895792,2026-03-20 13:30:00+00:00,6380.0,50,ESH6 P6380,42140878,OPAFPS,6862.375,16,26.125,0.05560562323091743,put,0.2692183256708422,0.00045562420360265303,-0.11878824872472016
239,42895793,2026-02-27 14:14:59.619300687+00:00,1,1,A,A,0,17.3,6,128,12934,1297849092,16.9,17.3,134,45,4,4,42895793,2026-03-20 13:30:00+00:00,6230.0,50,ESH6 P6230,42140878,OPAFPS,6862.375,10,17.1,0.05560562323091743,put,0.2953622068568487,0.0003026829138330335,-0.07722494238110858
240,42895794,2026-02-27 14:14:52.780182767+00:00,1,1,M,A,0,596.0,11,128,14758,1297809548,588.5,596.0,11,11,1,1,42895794,2026-03-20 13:30:00+00:00,6290.0,50,ESH6 C6290,42140878,OCAFPS,6862.375,587,592.25,0.05560562323091743,call,0.2880658805317115,0.0003592306219422966,0.9040656585678062
241,42895795,2026-02-27 14:14:59.531573089+00:00,1,1,M,B,0,107.5,17,128,15219,1297848373,107.5,108.5,43,53,3,7,42895795,2026-03-20 13:30:00+00:00,6870.0,50,ESH6 C6870,42140878,OCAFPS,6862.375,104,108.0,0.05560562323091743,call,0.17339576887667796,0.001418843361286495,0.49629870539834975
242,42895796,2026-02-27 14:14:59.478578825+00:00,1,1,A,B,0,101.0,17,128,13148,1297847634,101.0,102.5,54,78,7,10,42895796,2026-03-20 13:30:00+00:00,6880.0,50,ESH6 C6880,42140878,OCAFPS,6862.375,98,101.75,0.05560562323091743,call,0.17103357844089273,0.0014371155923071123,0.4816855936104898
243,42895797,2026-02-27 14:14:59.619121807+00:00,1,1,A,A,0,25.75,4,128,13060,1297849073,25.0,25.75,180,171,6,8,42895797,2026-03-20 13:30:00+00:00,6370.0,50,ESH6 P6370,42140878,OPAFPS,6862.375,16,25.375,0.05560562323091743,put,0.2709502040579217,0.00044343680357852345,-0.11536657804587938
244,42895798,2026-02-27 14:14:59.619133769+00:00,1,1,A,A,0,21.75,4,128,14751,1297849074,21.0,21.75,196,178,7,9,42895798,2026-03-20 13:30:00+00:00,6310.0,50,ESH6 P6310,42140878,OPAFPS,6862.375,13,21.375,0.05560562323091743,put,0.2814204755296443,0.000376636464010878,-0.0969883843571004
245,42895799,2026-02-27 14:14:30.051687985+00:00,1,1,M,B,0,664.0,10,128,13302,1297690243,664.0,671.5,10,10,1,1,42895799,2026-03-20 13:30:00+00:00,6210.0,50,ESH6 C6210,42140878,OCAFPS,6862.375,662,667.75,0.05560562323091743,call,0.3011814310863084,0.00028880632521769724,0.9234513764848968
246,42895800,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,286.5,1,128,14895,1297846249,280.0,287.0,10,10,1,1,42895800,2026-03-20 13:30:00+00:00,7140.0,50,ESH6 P7140,42140878,OPAFPS,6862.375,236,283.5,0.05560562323091743,put,0.1167532956040166,0.0007615367811618503,-0.9212753240928996
247,42895801,2026-02-27 14:14:59.500970761+00:00,1,1,M,B,0,261.0,44,128,14016,1297848033,261.0,264.5,47,50,2,2,42895801,2026-03-20 13:30:00+00:00,6660.0,50,ESH6 C6660,42140878,OCAFPS,6862.375,258,262.75,0.05560562323091743,call,0.21912364368228995,0.0009349138127574687,0.7259666878257096
248,42895802,2026-02-27 14:14:59.700706687+00:00,1,1,M,A,0,216.0,4,128,12849,1297850071,214.0,216.0,38,41,5,5,42895802,2026-03-20 13:30:00+00:00,6720.0,50,ESH6 C6720,42140878,OCAFPS,6862.375,210,215.0,0.05560562323091743,call,0.20701949410707499,0.0010721062814207523,0.6736546164739793
249,42895803,2026-02-27 14:14:59.637552735+00:00,1,1,M,A,0,44.25,6,128,14470,1297849299,43.5,44.25,63,85,4,6,42895803,2026-03-20 13:30:00+00:00,6990.0,50,ESH6 C6990,42140878,OCAFPS,6862.375,42,43.875,0.05560562323091743,call,0.14483904779772483,0.0014819281354832316,0.30006248903079563
250,42895804,2026-02-27 14:14:59.650923119+00:00,1,1,M,B,0,15.5,8,128,13714,1297849572,15.5,15.9,27,40,3,4,42895804,2026-03-20 13:30:00+00:00,7080.0,50,ESH6 C7080,42140878,OCAFPS,6862.375,16,15.7,0.05560562323091743,call,0.12622057208089793,0.0011419979995292,0.15024668424118837
251,42895805,2026-02-27 14:14:59.547526907+00:00,1,1,A,B,0,7.3,23,128,14110,1297848548,6.5,6.8,84,90,4,5,42895805,2026-03-20 13:30:00+00:00,7140.0,50,ESH6 C7140,42140878,OCAFPS,6862.375,7,6.65,0.05560562323091743,call,0.11762448071755713,0.0007675587289324867,0.07823114929732149
252,42895806,2026-02-27 14:14:59.992290275+00:00,1,1,M,B,0,70.25,4,128,14558,1297850621,70.25,71.0,58,34,5,5,42895806,2026-03-20 13:30:00+00:00,6710.0,50,ESH6 P6710,42140878,OPAFPS,6862.375,48,70.625,0.05560562323091743,put,0.208888462428075,0.0010493863993607053,-0.3147912961665844
253,42895807,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,365.5,1,128,14889,1297846241,362.5,365.5,3,2,1,1,42895807,2026-03-20 13:30:00+00:00,6540.0,50,ESH6 C6540,42140878,OCAFPS,6862.375,358,364.0,0.05560562323091743,call,0.24160369504069695,0.000695612755238328,0.8070189082275623
254,42895808,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,288.5,1,128,14607,1297846242,286.0,289.0,3,2,1,1,42895808,2026-03-20 13:30:00+00:00,6630.0,50,ESH6 C6630,42140878,OCAFPS,6862.375,282,287.5,0.05560562323091743,call,0.22511091294731708,0.0008699641522519802,0.7487793293338977
255,42895809,2026-02-27 14:14:59.476865271+00:00,1,1,M,A,0,156.0,4,128,11531,1297847516,153.5,156.0,17,19,2,3,42895809,2026-03-20 13:30:00+00:00,6960.0,50,ESH6 P6960,42140878,OPAFPS,6862.375,116,154.75,0.05560562323091743,put,0.15176929732703368,0.0015099651414942662,-0.6455133199120107
256,42895810,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,339.5,1,128,14889,1297846241,336.5,339.5,3,2,1,1,42895810,2026-03-20 13:30:00+00:00,6570.0,50,ESH6 C6570,42140878,OCAFPS,6862.375,332,338.0,0.05560562323091743,call,0.23600271255118951,0.0007508067709389146,0.7894589365462936
257,42895811,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,314.0,1,128,14895,1297846249,307.0,314.5,10,10,1,1,42895811,2026-03-20 13:30:00+00:00,7170.0,50,ESH6 P7170,42140878,OPAFPS,6862.375,263,310.75,0.05560562323091743,put,0.11221829014425377,0.0005676375172673865,-0.9479532480343374
258,42896832,2026-02-27 14:14:59.618975203+00:00,1,1,A,A,0,112.5,4,128,12955,1297849055,111.5,112.5,22,51,3,5,42896832,2026-03-20 13:30:00+00:00,6860.0,50,ESH6 P6860,42140878,OPAFPS,6862.375,80,112.0,0.05560562323091743,put,0.17572349525810022,0.0013994886407064163,-0.487399703274692
259,42896833,2026-02-27 14:14:59.618736173+00:00,1,1,A,A,0,132.0,4,128,14928,1297849021,130.5,132.0,28,55,4,5,42896833,2026-03-20 13:30:00+00:00,6910.0,50,ESH6 P6910,42140878,OPAFPS,6862.375,96,131.25,0.05560562323091743,put,0.16365384769278038,0.0014842368221681052,-0.5623692158530504
260,42896834,2026-02-27 14:14:59.889417261+00:00,1,1,M,A,0,16.8,6,128,14759,1297850520,16.5,16.8,45,29,3,3,42896834,2026-03-20 13:30:00+00:00,6220.0,50,ESH6 P6220,42140878,OPAFPS,6862.375,10,16.65,0.05560562323091743,put,0.2971611596622644,0.0002945769061711915,-0.07511564283035864
261,42896835,2026-02-27 14:14:59.619185183+00:00,1,1,A,A,0,33.5,4,128,11910,1297849079,32.75,33.5,156,141,6,7,42896835,2026-03-20 13:30:00+00:00,6460.0,50,ESH6 P6460,42140878,OPAFPS,6862.375,21,33.125,0.05560562323091743,put,0.25540943490315604,0.0005647560762387742,-0.15040383678917418
262,42896836,2026-02-27 14:14:52.825190133+00:00,1,1,M,A,0,511.5,11,128,14597,1297810865,504.5,511.5,11,11,1,1,42896836,2026-03-20 13:30:00+00:00,6380.0,50,ESH6 C6380,42140878,OCAFPS,6862.375,502,508.0,0.05560562323091743,call,0.27074260433979985,0.0004564215512841116,0.8779044938259637
263,42896837,2026-02-27 14:14:52.779942067+00:00,1,1,M,N,0,662.5,10,128,15468,1297809487,655.0,662.5,10,10,1,1,42896837,2026-03-20 13:30:00+00:00,6220.0,50,ESH6 C6220,42140878,OCAFPS,6862.375,652,658.75,0.05560562323091743,call,0.30165476459781787,0.00029874780505229786,0.9199020358222809
264,42896838,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,376.0,1,128,14895,1297846249,343.0,376.5,123,123,1,1,42896838,2026-03-20 13:30:00+00:00,7220.0,50,ESH6 P7220,42140878,OPAFPS,6862.375,310,359.75,0.05560562323091743,put,0.11991545350615682,0.00041901342878998175,-0.9606808894473394
265,42896839,2026-02-27 14:14:59.619337299+00:00,1,1,A,A,0,20.5,6,128,14738,1297849095,20.0,20.5,44,167,3,8,42896839,2026-03-20 13:30:00+00:00,6290.0,50,ESH6 P6290,42140878,OPAFPS,6862.375,12,20.25,0.05560562323091743,put,0.28508295346411855,0.00035677145436174205,-0.09171023480358935
266,42896840,2026-02-27 14:14:59.619066533+00:00,1,1,A,A,0,66.75,2,128,11521,1297849067,66.0,66.75,60,3,5,2,42896840,2026-03-20 13:30:00+00:00,6690.0,50,ESH6 P6690,42140878,OPAFPS,6862.375,45,66.375,0.05560562323091743,put,0.2127989014466073,0.001003555266407062,-0.2967306137319688
267,42896841,2026-02-27 14:14:59.688274897+00:00,1,1,M,B,0,170.0,4,128,16311,1297849910,170.0,172.5,11,11,2,2,42896841,2026-03-20 13:30:00+00:00,6990.0,50,ESH6 P6990,42140878,OPAFPS,6862.375,130,171.25,0.05560562323091743,put,0.14486094326948448,0.001481769266042405,-0.6978529963676582
268,42896842,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,198.5,1,128,14826,1297846248,193.0,199.0,13,13,1,1,42896842,2026-03-20 13:30:00+00:00,7030.0,50,ESH6 P7030,42140878,OPAFPS,6862.375,154,196.0,0.05560562323091743,put,0.13537028678372054,0.0013820761812797639,-0.768783269930731
269,42896843,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,260.5,1,128,14895,1297846249,253.5,261.0,11,11,1,1,42896843,2026-03-20 13:30:00+00:00,7110.0,50,ESH6 P7110,42140878,OPAFPS,6862.375,210,257.25,0.05560562323091743,put,0.12070924167273236,0.0009552341214081511,-0.8890341358508941
270,42896844,2026-02-27 14:14:59.619049233+00:00,1,1,A,A,0,41.25,3,128,15711,1297849065,40.5,41.25,137,44,6,5,42896844,2026-03-20 13:30:00+00:00,6530.0,50,ESH6 P6530,42140878,OPAFPS,6862.375,26,40.875,0.05560562323091743,put,0.2430372434933182,0.000678258397058134,-0.18503009987872346
271,42896845,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,185.5,1,128,14826,1297846248,180.0,186.0,13,13,1,1,42896845,2026-03-20 13:30:00+00:00,7010.0,50,ESH6 P7010,42140878,OPAFPS,6862.375,140,183.0,0.05560562323091743,put,0.1397461628966399,0.001444170587494661,-0.7339480374962494
272,42896846,2026-02-27 14:14:59.596381467+00:00,1,1,M,A,0,240.0,1,128,12446,1297848672,237.5,240.0,34,47,3,4,42896846,2026-03-20 13:30:00+00:00,6690.0,50,ESH6 C6690,42140878,OCAFPS,6862.375,233,238.75,0.05560562323091743,call,0.21343219423787596,0.0010013378783525055,0.7007198654061847
273,42896847,2026-02-27 14:14:59.651362875+00:00,1,1,M,A,0,32.75,7,128,11522,1297849580,32.0,32.75,41,94,6,6,42896847,2026-03-20 13:30:00+00:00,7020.0,50,ESH6 C7020,42140878,OCAFPS,6862.375,32,32.375,0.05560562323091743,call,0.1381097361094236,0.0014126873044874684,0.24741764335348201
274,42896848,2026-02-27 14:14:59.597458541+00:00,1,1,M,A,0,7.9,5,128,13480,1297848690,7.5,7.9,177,81,7,6,42896848,2026-03-20 13:30:00+00:00,7130.0,50,ESH6 C7130,42140878,OCAFPS,6862.375,8,7.7,0.05560562323091743,call,0.1186842513898621,0.000830002046129878,0.08784722039081849
275,42896849,2026-02-27 14:14:59.749595671+00:00,1,1,M,B,0,25.75,5,128,19959,1297850288,25.75,26.25,25,153,3,9,42896849,2026-03-20 13:30:00+00:00,7040.0,50,ESH6 C7040,42140878,OCAFPS,6862.375,25,26.0,0.05560562323091743,call,0.13412397650053517,0.0013403215569317533,0.21369051571822048
276,42896850,2026-02-27 14:14:52.784643125+00:00,1,1,M,A,0,624.5,10,128,14779,1297810155,616.5,624.5,10,10,1,1,42896850,2026-03-20 13:30:00+00:00,6260.0,50,ESH6 C6260,42140878,OCAFPS,6862.375,615,620.5,0.05560562323091743,call,0.2932476268263126,0.0003313080978199622,0.9117094734678804
277,42903505,2026-02-27 14:14:53.075137525+00:00,1,1,A,A,0,1.05,25,128,14530,1297814600,0.85,1.05,119,273,4,5,42903505,2026-03-20 13:30:00+00:00,7280.0,50,ESH6 C7280,42140878,OCAFPS,6862.375,1,0.95,0.05560562323091743,call,0.11428777182303224,0.00020059003248536255,0.014649422361485991
278,42910125,2026-02-27 14:14:52.823608407+00:00,1,1,M,N,0,701.0,10,128,14946,1297810855,693.0,701.0,10,10,1,1,42910125,2026-03-20 13:30:00+00:00,6180.0,50,ESH6 C6180,42140878,OCAFPS,6862.375,692,697.0,0.05560562323091743,call,0.30924114562737903,0.0002689713551984813,0.9276778082947831
279,42910391,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,384.0,1,128,14963,1297846250,372.0,384.5,7,6,1,1,42910391,2026-03-20 13:30:00+00:00,7240.0,50,ESH6 P7240,42140878,OPAFPS,6862.375,330,378.25,0.05560562323091743,put,0.11127386416965812,0.00028260068561546434,-0.976727776581243
280,42911603,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,305.5,1,128,14607,1297846242,302.5,305.5,3,2,1,1,42911603,2026-03-20 13:30:00+00:00,6610.0,50,ESH6 C6610,42140878,OCAFPS,6862.375,298,304.0,0.05560562323091743,call,0.2285131605200306,0.0008294302389141915,0.7633749288008136
281,42911604,2026-02-27 14:14:59.619112669+00:00,1,1,A,A,0,52.5,2,128,13309,1297849072,51.75,52.5,62,32,5,4,42911604,2026-03-20 13:30:00+00:00,6610.0,50,ESH6 P6610,42140878,OPAFPS,6862.375,34,52.125,0.05560562323091743,put,0.2284754722132419,0.0008295009872652172,-0.23453596170187027
282,42911605,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,297.0,1,128,14607,1297846242,294.0,297.5,3,2,1,1,42911605,2026-03-20 13:30:00+00:00,6620.0,50,ESH6 C6620,42140878,OCAFPS,6862.375,290,295.75,0.05560562323091743,call,0.2268717938629922,0.0008494507108081388,0.7561313958184457
283,42911606,2026-02-27 14:14:59.636276717+00:00,1,1,M,B,0,53.25,23,128,17667,1297849286,53.25,54.0,137,4,7,2,42911606,2026-03-20 13:30:00+00:00,6620.0,50,ESH6 P6620,42140878,OPAFPS,6862.375,35,53.625,0.05560562323091743,put,0.2263798180902696,0.0008504617824070234,-0.24137608522854045
284,42914938,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,1.3,25,128,13197,1297814599,1.05,1.3,256,452,5,6,42914938,2026-03-20 13:30:00+00:00,7260.0,50,ESH6 C7260,42140878,OCAFPS,6862.375,1,1.175,0.05560562323091743,call,0.1130936517895027,0.00024046747302451356,0.017882230863423745
285,42918667,2026-02-27 14:14:29.592001725+00:00,1,1,M,N,0,691.0,10,128,14238,1297686516,683.5,691.0,10,10,1,1,42918667,2026-03-20 13:30:00+00:00,6190.0,50,ESH6 C6190,42140878,OCAFPS,6862.375,681,687.25,0.05560562323091743,call,0.30658025117890675,0.00027540275088266025,0.9262928914113884
286,42921501,2026-02-27 14:14:59.619277993+00:00,1,1,A,A,0,15.2,6,128,14739,1297849089,14.8,15.2,48,51,3,4,42921501,2026-03-20 13:30:00+00:00,6180.0,50,ESH6 P6180,42140878,OPAFPS,6862.375,9,15.0,0.05560562323091743,put,0.3044467583262676,0.00026441208357802964,-0.0673465470047264
287,42931125,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,434.5,1,128,14963,1297846250,421.5,435.0,7,5,1,1,42931125,2026-03-20 13:30:00+00:00,7290.0,50,ESH6 P7290,42140878,OPAFPS,6862.375,378,428.25,0.05560562323091743,put,0.12455258013191202,0.0002448211595052099,-0.9774852253947955
